type_group_key,type_set_label,n_types,primary_type,incident_count
813,55|62|75|97|112|113|118,7,62,46
814,74|79|80|83|97|122,6,79,46
815,1|4|54|55|102,5,4,45
816,18|20|63|69|72,5,69,45
817,18|21|35|41|55|102,6,21,45
818,18|22|55|63|72|102,6,22,45
819,18|32|35|48,4,32,45
820,55|58|63|70,4,70,45
821,75|76|97|107|111|119,6,119,45
822,1|3|10,3,10,44
823,1|5|6|8|63|72,6,6,44
824,18|20|35|48|52|63|72,7,20,44
825,18|24|35|43|63|72,6,24,44
826,18|30|35|48,4,30,44
827,18|33|55|102,4,33,44
828,18|35|41|55|62|100,6,100,44
829,18|35|42|52|63|72|100,7,100,44
830,35|48|80|81,4,81,44
831,35|50|55|102,4,50,44
832,74|75|76|97|107|112|114|120,8,114,44
833,75|77|97|115|117,5,117,44
834,89|90|96,3,89,44
835,1|5|6|76|97|111,6,6,43
836,13|14|77|97,4,14,43
837,18|20|25|55|63|72|102,7,25,43
838,18|20|34|55|102,5,20,43
839,18|20|35|38,4,38,43
840,18|20|35|47|63|72,6,47,43
841,18|34|35|55|63|72|101|102,8,101,43
842,35|41|55|77|97|102,6,41,43
843,35|50|52,3,50,43
844,1|3|4|5,4,4,42
845,18|19|20|55|63|72|102,7,19,42
846,18|20|34|35|42|63|72,7,20,42
847,18|22|35|41|55|102,6,22,42
848,18|24|35|52|55|102,6,24,42
849,18|29|55|58,4,29,42
850,18|34|35|40|63|72,6,40,42
851,54|55|58|77|97,5,58,42
852,78|97|129,3,129,42
853,1|4|9,3,9,41
854,1|5|8|35|43|55|102,7,8,41
855,1|6|35|52,4,6,41
856,35|38|49,3,38,41
857,35|39|63|72,4,39,41
858,55|63|69|102,4,69,41
859,75|97|112|114|115|116,6,116,41
860,1|4|6|10,4,10,40
861,1|4|55|63|72|102,6,4,40
862,1|5|35|48|55|102,6,5,40
863,1|8|63|70,4,70,40
864,1|74|79|97|98|120,6,98,40
865,18|20|35|40|63|72,6,40,40
866,18|20|35|43|63|72,6,20,40
867,18|27|35|42,4,27,40
868,18|34|55|63|70|102,6,70,40
869,18|35|48|100,4,100,40
870,35|37|55|62|63|72,6,37,40
871,35|48|54|55|102,5,48,40
872,35|48|55|77|97|102,6,48,40
873,74|75|80|83|97|118|120|122,8,83,40
874,1|3|84|85,4,85,39
875,1|5|55|77|97|102,6,5,39
876,18|19|35|43|55|63|72|102,8,19,39
877,18|19|35|48|55|102,6,19,39
878,18|23|34|55|102,5,23,39
879,18|24|35|48|55|63|72|102,8,24,39
880,18|32|63|72,4,32,39
881,35|37|52|55|102,5,37,39
882,35|40|42|63|72,5,40,39
883,35|41|42|63|72,5,42,39
884,35|55|58|63|72|101,6,101,39
885,55|62|63|71,4,71,39
886,63|70|74|79|97|120,6,70,39
887,75|97|112|113|114,5,114,39
888,76|77|97|108|111,5,108,39
889,1|8|9,3,9,38
890,18|22|35|41,4,22,38
891,18|25|35|38|63|72,6,38,38
892,18|34|35|49|55|102,6,49,38
893,35|37|43,3,37,38
894,35|40|43,3,40,38
895,35|52|55|63|70|102,6,70,38
896,55|74|97|102|120,5,102,38
897,74|75|79|80|83|97|112|113|120|122,10,79,38
898,74|76|78|97|111|120|132,7,132,38
899,1|3|84|86,4,86,37
900,18|34|35|37|63|72,6,37,37
901,18|34|35|41|52,5,52,37
902,18|35|42|48|63|72|100,7,100,37
903,35|43|48|55|62,5,48,37
904,35|47|63|72,4,47,37
905,54|63|70|77|97,5,70,37
906,74|97|121|126,4,121,37
907,75|97|112|114|115|117,6,117,37
908,1|3|76|97|111,5,3,36
909,1|4|63|67,4,67,36
910,1|5|6|8|55|102,6,6,36
911,1|10|35|43,4,10,36
912,18|20|35|41,4,20,36
913,18|21|29,3,21,36
914,18|26|35|52,4,26,36
915,18|27|55|58,4,27,36
916,18|29|35|37|55|102,6,29,36
917,18|35|63|72|100|101,6,100,36
918,35|36|48,3,36,36
919,35|41|52|55|62,5,52,36
920,55|62|78|97|132,5,62,36
921,1|3|35|52,4,3,35
922,1|5|6|55|62,5,6,35
923,1|8|80|81,4,81,35
924,18|20|35|37,4,20,35
925,18|28|35|52,4,28,35
926,18|31|34,3,31,35
927,18|34|35|48|52|63|72,7,52,35
928,35|39|52,3,39,35
929,35|43|55|77|97|102,6,43,35
930,35|49|52|63|70,5,49,35
931,55|62|74|75|97|118|120|122,8,62,35
932,74|75|97|112|113|121,6,121,35
933,74|75|97|118|119|122,6,119,35
934,74|78|97|120|122|126|132,7,126,35
935,75|80|83|97|112|113|118,7,83,35
936,76|77|97|109,4,109,35
937,1|5|35|43|52,5,5,34
938,1|5|55|63|70|102,6,70,34
939,1|6|63|67,4,67,34
940,1|6|80|83,4,6,34
941,1|54|98,3,98,34
942,18|19|24|63|72,5,24,34
943,18|19|34|55|63|72|102,7,19,34
944,18|19|35|48|52|63|72,7,19,34
945,18|19|35|55|101|102,6,19,34
946,18|20|21|63|72,5,21,34
947,18|20|35|42|48|63|72,7,20,34
948,18|22|55|62,4,22,34
949,18|29|35|49,4,29,34
950,18|35|42|48|100,5,100,34
951,35|36|63|72,4,36,34
952,35|41|49|55|102,5,49,34
953,35|48|55|62|63|72,6,48,34
954,63|70|72,3,70,34
955,63|72|80|81,4,81,34
956,1|4|5|55|102,5,4,33
957,1|5|89|96,4,89,33
958,1|6|54,3,6,33
959,1|63|70|79|98,5,98,33
960,1|74|97|98|120,5,98,33
961,18|22|34|35|52,5,22,33
962,18|25|55|62|63|72,6,25,33
963,18|27|34,3,27,33
964,18|27|35|52|55|102,6,27,33
965,18|30|34,3,30,33
966,18|35|41|42|55|100|102,7,100,33
967,35|43|48|77|97,5,48,33
968,35|48|52|55|63|72|102,7,52,33
969,63|72|95|96,4,95,33
970,74|76|77|97|107|120,6,107,33
971,74|79|80|83|97|120|122,7,79,33
972,1|4|6|55|102,5,4,32
973,18|23|55|63|72|102,6,23,32
974,18|34|35|38|55|102,6,38,32
975,18|35|40|42|100,5,40,32
976,18|35|43|100,4,100,32
977,35|37|48|55|62,5,37,32
978,35|37|48|63|72,5,37,32
979,35|41|55|58|63|72,6,58,32
980,35|45|48|52,4,45,32
981,35|48|50,3,50,32
982,35|52|55|58|63|72,6,58,32
983,35|55|63|70|101|102,6,70,32
984,55|79|102,3,79,32
985,75|97|112|113|115|116,6,116,32
986,90|91|96,3,90,32
987,1|2|8,3,2,31
988,1|2|63|72,4,2,31
989,1|3|4|35|43,5,4,31
990,1|5|8|63|70,5,70,31
991,1|5|76|97|107,5,5,31
992,1|6|8|55|63|72|102,7,6,31
993,1|6|55|62|63|72,6,6,31
994,1|55|62|79|98,5,98,31
995,13|14|35|37,4,14,31
996,18|19|35|52|55|102,6,19,31
997,18|21|25|63|72,5,21,31
998,18|22|35|48|52|55|102,7,22,31
999,18|22|77|97,4,22,31
1000,18|25|34|55|63|72|102,7,25,31
1001,18|25|35|47|63|72,6,47,31
1002,18|29|34|35|52,5,29,31
1003,18|35|55|100|101|102,6,100,31
1004,35|43|55|58|63|72,6,58,31
1005,55|58|62,3,58,31
1006,55|62|63|69,4,69,31
1007,55|63|72|95|96|102,6,95,31
1008,55|91|96|102,4,91,31
1009,63|70|71,3,71,31
1010,75|76|97|110|115|116,6,116,31
1011,1|2|63|69,4,2,30
1012,1|3|4|55|102,5,4,30
1013,1|4|8|10,4,10,30
1014,1|5|8|10,4,10,30
1015,1|6|10|63|72,5,10,30
1016,13|14|15,3,15,30
1017,13|14|55|63|72|102,6,14,30
1018,18|34|35|43|63|72,6,34,30
1019,35|37|40,3,40,30
1020,35|43|63|70,4,70,30
1021,35|48|55|62|77|97,6,48,30
1022,35|52|80|81,4,81,30
1023,74|75|76|97|107|112|113|120|122,9,113,30
1024,75|76|97|107|112|113|118,7,118,30
1025,76|77|97|110,4,110,30
1026,78|97|128,3,128,30
1027,13|14|63|70,4,14,29
1028,18|21|34|55|102,5,21,29
1029,18|24|35|52|55|63|72|102,8,24,29
1030,18|26|35|48,4,26,29
1031,18|28|35|48,4,28,29
1032,18|29|34|35|48,5,29,29
1033,18|29|55|63|72|102,6,29,29
1034,35|36|52,3,36,29
1035,35|38|42,3,38,29
1036,35|39|41,3,39,29
1037,35|48|49|55|102,5,49,29
1038,35|48|52|55|58,5,58,29
1039,63|72|76|77|97|111,6,72,29
1040,74|75|97|112|114|115|116|120|122,9,116,29
1041,74|97|122|124|125,5,125,29
1042,75|76|78|97|107|119|132,7,119,29
1043,75|79|80|83|97|112|113,7,79,29
1044,75|97|115|116|119,5,116,29
1045,1|8|35|43|55|102,6,8,28
1046,18|19|34|35|52|63|72,7,19,28
1047,18|19|35|41|63|72,6,19,28
1048,18|26|35|101,4,26,28
1049,18|31|35|42,4,31,28
1050,18|34|35|48|55|62,6,34,28
1051,18|34|35|49|63|72,6,49,28
1052,18|35|40|41|100,5,40,28
1053,18|35|42|52|100,5,100,28
1054,18|35|48|63|72|100,6,100,28
1055,35|37|41|52,4,37,28
1056,35|42|48|55|102,5,42,28
1057,35|48|49|63|72,5,49,28
1058,54|55|58|62,4,58,28
1059,55|56|62,3,56,28
1060,55|62|63|70|80|83,6,70,28
1061,1|4|5|35|43,5,4,27
1062,1|5|35|49,4,49,27
1063,1|9|63|70,4,9,27
1064,1|10|55|102,4,10,27
1065,18|19|35|42|48|63|72,7,19,27
1066,18|19|35|43,4,19,27
1067,18|19|63|72|77|97,6,19,27
1068,18|20|35|49|63|72,6,49,27
1069,18|21|35|48|55|102,6,21,27
1070,18|22|34|35|48|55|102,7,22,27
1071,18|22|35|43,4,22,27
1072,18|24|35|55|101|102,6,24,27
1073,18|25|35|38,4,38,27
1074,18|34|35|48|52|55|102,7,52,27
1075,35|37|41|63|72,5,37,27
1076,35|37|63|70,4,70,27
1077,35|39|48,3,39,27
1078,55|56|61,3,56,27
1079,74|75|80|83|97|112|113|122,8,83,27
1080,74|97|120|124|125,5,125,27
1081,75|78|97|112|113|118|132,7,118,27
1082,76|78|97|107|131,5,107,27
1083,1|3|5|6,4,3,26
1084,1|5|55|95|96|102,6,95,26
1085,1|5|77|97,4,5,26
1086,1|10|18|19,4,10,26
1087,1|35|43|98,4,98,26
1088,18|19|55|62|63|72,6,19,26
1089,18|20|35|48|55|62|63|72,8,20,26
1090,18|23|35|42,4,23,26
1091,18|24|35|55|63|72|101|102,8,24,26
1092,18|34|35|41|52|55|102,7,52,26
1093,35|36|55|58,4,36,26
1094,35|37|54|55|102,5,37,26
1095,35|41|43|55|58,5,58,26
1096,35|43|52|63|72,5,52,26
1097,55|57|63|70,4,57,26
1098,55|62|74|75|97|112|113|122,8,62,26
1099,55|62|75|80|83|97|118,7,83,26
1100,55|78|97|102|132,5,102,26
1101,75|76|97|111|112|113,6,113,26
1102,75|78|97|119|127,5,127,26
1103,75|97|112|113|114|118,6,114,26
1104,1|3|4|6,4,4,25
1105,1|5|8|80|83,5,8,25
1106,1|6|80|81,4,6,25
1107,1|80|83|98,4,98,25
1108,13|14|80|81,4,14,25
1109,18|19|34|55|102,5,19,25
1110,18|20|35|42|55|102,6,20,25
1111,18|24|35|43,4,24,25
1112,18|25|35|42|55|63|72|102,8,25,25
1113,18|30|35|48|55|102,6,30,25
1114,18|31|35|52|55|102,6,31,25
1115,18|34|35|49|52,5,49,25
1116,18|35|38|55|100|102,6,38,25
1117,18|55|58|100,4,100,25
1118,35|38|41|55|102,5,38,25
1119,35|41|52|63|72,5,52,25
1120,35|42|48|49,4,49,25
1121,35|49|52|63|72,5,49,25
1122,35|52|53,3,53,25
1123,55|56|59,3,56,25
1124,63|68,2,68,25
1125,74|76|78|97|107|122|132,7,107,25
1126,74|77|97|126,4,126,25
1127,76|77|78|97|111|127,6,127,25
1128,1|5|76|77|97|111,6,5,24
1129,1|6|63|72|76|97|111,7,6,24
1130,18|20|34|35|52|63|72,7,20,24
1131,18|21|35|39,4,39,24
1132,18|21|35|49,4,21,24
1133,18|24|34|55|102,5,24,24
1134,18|27|35|55|101|102,6,27,24
1135,18|30|35|52|55|102,6,30,24
1136,18|35|41|48|100,5,100,24
1137,35|36|41|55|102,5,36,24
1138,35|40|48|63|72,5,40,24
1139,35|41|48|52,4,52,24
1140,35|43|52|55|62,5,52,24
1141,35|43|80|81,4,81,24
1142,35|49|55|63|72|102,6,49,24
1143,54|80|81,3,81,24
1144,55|62|74|80|83|97|120,7,83,24
1145,74|75|79|80|83|97|112|113|122,9,79,24
1146,74|75|97|118|121,5,121,24
1147,75|76|77|97|111|119,6,119,24
1148,75|76|97|107|115|117,6,117,24
1149,75|79|97|112|113,5,79,24
1150,1|3|35|43|52,5,3,23
1151,1|3|35|48|52,5,3,23
1152,1|5|8|35|48|52,6,8,23
1153,1|6|8|76|97|111,6,6,23
1154,1|6|84|85,4,85,23
1155,1|8|76|77|97|111,6,8,23
1156,13|14|79,3,14,23
1157,18|19|35|37|55|63|72|102,8,19,23
1158,18|19|35|42|55|102,6,19,23
1159,18|20|35|47,4,47,23
1160,18|20|55|62,4,20,23
1161,18|20|55|63|69|72|102,7,69,23
1162,18|27|34|55|102,5,27,23
1163,18|30|55|58,4,30,23
1164,18|31|55|58,4,31,23
1165,18|34|35|41|48,5,34,23
1166,18|34|35|43|55|102,6,34,23
1167,18|35|38|41|100,5,38,23
1168,35|37|41|55|58,5,37,23
1169,35|40|42|48,4,40,23
1170,35|42|43|55|102,5,42,23
1171,35|43|76|97|111,5,43,23
1172,35|49|55|63|70|102,6,49,23
1173,55|62|63|103,4,103,23
1174,63|72|80|83,4,83,23
1175,74|75|78|97|112|113|124|132,8,113,23
1176,74|97|120|121|126,5,121,23
1177,76|80|83|97|107,5,83,23
1178,1|3|4|5|8,5,4,22
1179,1|3|4|10,4,10,22
1180,1|3|5|35|43,5,3,22
1181,1|4|63|69,4,69,22
1182,1|5|6|35|48,5,6,22
1183,1|5|8|80|81,5,81,22
1184,1|5|63|69,4,69,22
1185,1|6|18|19|63|72,6,6,22
1186,18|20|35|37|55|62|63|72,8,20,22
1187,18|22|34|35|52|55|102,7,22,22
1188,18|22|35|52|55|62,6,22,22
1189,18|25|35|48|52|63|72,7,25,22
1190,18|28|63|72,4,28,22
1191,18|29|63|70,4,29,22
1192,18|30|63|72,4,30,22
1193,18|31|35|48|55|102,6,31,22
1194,18|35|40|42|63|72|100,7,40,22
1195,18|35|41|43|100,5,100,22
1196,35|37|48|55|102,5,37,22
1197,35|43|52|53,4,53,22
1198,35|44|48,3,44,22
1199,35|48|52|55|62|77|97,7,52,22
1200,54|55|57|62,4,57,22
1201,55|56|57,3,56,22
1202,74|75|97|119|122,5,119,22
1203,74|76|78|97|111|122|132,7,122,22
1204,74|79|97|126,4,79,22
1205,78|97|127|130,4,130,22
1206,1|4|5|35|48,5,4,21
1207,1|4|35|37,4,4,21
1208,1|5|6|89|96,5,89,21
1209,1|5|8|76|77|97|111,7,8,21
1210,1|9|76|97|111,5,9,21
1211,13|14|18|34,4,14,21
1212,18|22|35|37|55|102,6,22,21
1213,18|27|35|48|55|102,6,27,21
1214,18|29|35|38,4,38,21
1215,18|29|35|48|52,5,29,21
1216,18|29|77|97,4,29,21
1217,18|34|35|37|41,5,37,21
1218,18|34|55|62|63|72,6,34,21
1219,18|34|55|95|96|102,6,95,21
1220,54|76|97|111,4,54,21
1221,55|62|63|69|80|81,6,69,21
1222,74|75|76|97|107|112|113|118|120,9,118,21
1223,74|75|78|97|112|114|120|132,8,114,21
1224,74|75|97|112|113|126,6,113,21
1225,74|76|97|107|111|122,6,107,21
1226,74|78|97|125|132,5,125,21
1227,74|97|120|123|126,5,123,21
1228,1|3|5|8|55|102,6,3,20
1229,1|3|35|48|55|102,6,3,20
1230,1|3|35|52|55|102,6,3,20
1231,1|5|8|84|86,5,86,20
1232,1|6|76|77|97|111,6,6,20
1233,1|6|89|96,4,89,20
1234,13|15|55|102,4,15,20
1235,18|20|63|72|77|97,6,20,20
1236,18|21|35|52|55|102,6,21,20
1237,18|22|35|37,4,22,20
1238,18|23|27,3,27,20
1239,18|23|35|41|55|102,6,23,20
1240,18|23|35|43,4,23,20
1241,18|24|34|63|72,5,24,20
1242,18|25|35|41,4,25,20
1243,18|25|35|41|63|72,6,25,20
1244,18|25|77|97,4,25,20
1245,18|34|35|52|63|70,6,70,20
1246,35|41|48|55|63|72|102,7,48,20
1247,35|42|49|52,4,49,20
1248,55|62|74|80|83|97|122,7,83,20
1249,55|62|80|82,4,82,20
1250,74|75|97|112|113|114|120,7,114,20
1251,75|78|97|112|114|118|132,7,114,20
1252,76|97|107|108|111,5,108,20
1253,76|97|108|109|111,5,109,20
1254,1|3|9,3,9,19
1255,1|5|7|8,4,7,19
1256,1|5|8|55|63|72|102,7,8,19
1257,1|6|90|96,4,90,19
1258,1|8|10|63|72,5,10,19
1259,1|8|35|101,4,101,19
1260,1|63|69|98,4,69,19
1261,18|19|34|35|48|63|72,7,19,19
1262,18|19|35|42|52|63|72,7,19,19
1263,18|19|35|47|63|72,6,47,19
1264,18|19|35|48|55|58|63|72,8,19,19
1265,18|20|25|35|48|63|72,7,25,19
1266,18|21|29|55|102,5,21,19
1267,18|21|34|35|52,5,21,19
1268,18|23|35|48|52,5,23,19
1269,18|23|55|62,4,23,19
1270,18|24|35|48|55|102,6,24,19
1271,18|24|55|58,4,24,19
1272,18|29|34|35|101,5,29,19
1273,18|29|35|43,4,29,19
1274,18|30|34|55|102,5,30,19
1275,18|32|55|63|72|102,6,32,19
1276,18|34|35|38|41,5,38,19
1277,18|34|35|38|42,5,38,19
1278,18|34|35|40|42|63|72,7,40,19
1279,18|34|35|41|42|63|72,7,42,19
1280,18|34|35|47,4,47,19
1281,35|37|41|52|55|102,6,37,19
1282,35|37|41|55|63|72|102,7,37,19
1283,35|37|55|80|83|102,6,37,19
1284,35|38|48|63|72,5,38,19
1285,35|41|52|55|58,5,58,19
1286,35|41|63|69,4,69,19
1287,35|42|43|48,4,42,19
1288,35|43|48|55|77|97|102,7,48,19
1289,35|43|49|55|58,5,49,19
1290,35|55|77|97|101|102,6,101,19
1291,74|75|97|112|114|118|120|122,8,114,19
1292,76|97|107|110|111,5,110,19
1293,77|95|96|97,4,95,19
1294,1|3|63|70,4,3,18
1295,1|4|5|9,4,9,18
1296,1|4|6|55|62,5,4,18
1297,1|5|6|35|43,5,6,18
1298,1|5|55|80|83|102,6,5,18
1299,1|6|35|101,4,6,18
1300,1|8|77|97,4,8,18
1301,1|8|80|83,4,8,18
1302,1|9|80|81,4,9,18
1303,1|10|35|52,4,10,18
1304,18|19|35|41|55|63|72|102,8,19,18
1305,18|20|35|52|55|62|63|72,8,20,18
1306,18|21|22,3,21,18
1307,18|21|25,3,21,18
1308,18|21|35|55|101|102,6,21,18
1309,18|21|55|62,4,21,18
1310,18|23|35|37,4,23,18
1311,18|24|35|48|52,5,24,18
1312,18|25|35|48|55|102,6,25,18
1313,18|25|35|52|55|102,6,25,18
1314,18|29|35|39,4,39,18
1315,18|29|35|45,4,45,18
1316,18|29|55|62,4,29,18
1317,18|31|34|55|102,5,31,18
1318,18|34|35|41|42,5,42,18
1319,18|34|35|45,4,45,18
1320,18|35|49|100,4,49,18
1321,35|36|77|97,4,36,18
1322,35|42|48|77|97,5,42,18
1323,35|42|52|55|102,5,42,18
1324,35|49|54,3,49,18
1325,35|51|55|102,4,51,18
1326,35|52|54|55|63|70|102,7,70,18
1327,35|52|55|62|77|97,6,52,18
1328,55|62|63|70|79,5,70,18
1329,55|62|79|80|81,5,81,18
1330,74|75|97|112|114|124,6,114,18
1331,74|76|78|97|107|120|122|132,8,107,18
1332,74|77|78|97|120|132,6,132,18
1333,79|80|81|83,4,81,18
1334,1|3|6|63|72,5,3,17
1335,1|3|35|37,4,3,17
1336,1|4|35|43|55|102,6,4,17
1337,1|4|35|43|63|72,6,4,17
1338,1|4|84|86,4,86,17
1339,1|5|6|55|63|72|102,7,6,17
1340,1|5|6|63|69,5,69,17
1341,1|5|6|91|96,5,91,17
1342,1|5|35|52|55|102,6,5,17
1343,1|6|91|96,4,91,17
1344,1|8|13|14,4,14,17
1345,1|8|79,3,8,17
1346,1|10|18|34,4,10,17
1347,1|80|81|98,4,98,17
1348,18|19|34|35|42|55|63|72|102,9,19,17
1349,18|19|77|97,4,19,17
1350,18|20|35|48|52,5,20,17
1351,18|21|34|63|72,5,21,17
1352,18|21|35|41|63|72,6,21,17
1353,18|22|23|35|52|55|102,7,23,17
1354,18|22|35|48|55|62,6,22,17
1355,18|34|35|38|52,5,38,17
1356,18|34|35|39|63|72,6,39,17
1357,18|34|63|72|77|97,6,34,17
1358,18|35|52|63|72|100,6,100,17
1359,35|39|40,3,39,17
1360,35|41|54|55|102,5,41,17
1361,35|42|53,3,53,17
1362,35|43|48|49,4,49,17
1363,35|43|48|52|55|58,6,58,17
1364,35|43|49|52,4,49,17
1365,35|47|48|63|72,5,47,17
1366,35|48|63|69,4,69,17
1367,35|50|54,3,50,17
1368,35|52|54|55|62,5,52,17
1369,35|52|55|77|97|102,6,52,17
1370,55|62|74|75|97|112|113|120|122,9,62,17
1371,55|62|74|78|97|120|132,7,62,17
1372,63|68|80|81,4,68,17
1373,74|75|97|118|119|120,6,119,17
1374,74|78|97|126|131,5,131,17
1375,76|78|97|108|132,5,108,17
1376,79|80|81,3,81,17
1377,1|3|6|8,4,3,16
1378,1|5|6|8|55|63|72|102,8,6,16
1379,1|5|6|84|86,5,86,16
1380,1|5|8|89|96,5,89,16
1381,1|6|13|14,4,14,16
1382,1|6|35|37,4,6,16
1383,1|6|35|48|52,5,6,16
1384,1|8|35|43|63|72,6,8,16
1385,1|8|63|69,4,69,16
1386,13|14|18|20|63|72,6,14,16
1387,18|19|20,3,19,16
1388,18|19|35|41,4,19,16
1389,18|20|22|63|72,5,22,16
1390,18|20|63|69,4,69,16
1391,18|20|63|72|80|81,6,20,16
1392,18|21|35|38|63|72,6,38,16
1393,18|22|35|48|55|63|72|102,8,22,16
1394,18|25|35|52|55|62|63|72,8,25,16
1395,18|34|63|69,4,69,16
1396,18|34|95|96,4,95,16
1397,18|35|37|38|100,5,38,16
1398,18|35|43|55|100|102,6,100,16
1399,35|37|49|55|62,5,49,16
1400,35|38|42|63|72,5,38,16
1401,35|40|77|97,4,40,16
1402,35|41|49|52,4,49,16
1403,35|41|55|95|96|102,6,95,16
1404,35|43|54|55|58,5,58,16
1405,35|46|63|72,4,46,16
1406,55|62|74|97|122|124,6,62,16
1407,55|63|72|77|97|102,6,72,16
1408,63|69|84|85,4,85,16
1409,63|71|74|97|120,5,71,16
1410,63|71|80|83,4,71,16
1411,74|75|76|97|107|112|113|118|120|122,10,118,16
1412,74|75|79|97|112|113|120|122,8,79,16
1413,74|75|97|115|116|122,6,116,16
1414,74|78|97|122|126|132,6,126,16
1415,75|97|112,3,112,16
1416,76|78|97|111|129,5,129,16
1417,76|97|107|108|109,5,109,16
1418,1|3|18|20|63|72,6,3,15
1419,1|3|35|43|48,5,3,15
1420,1|3|35|101,4,3,15
1421,1|4|5|8|63|72,6,4,15
1422,1|4|8|55|102,5,4,15
1423,1|4|35|43|52,5,4,15
1424,1|4|35|48|63|72,6,4,15
1425,1|4|55|63|70|102,6,4,15
1426,1|5|6|80|83,5,6,15
1427,1|5|8|35|43|52,6,8,15
1428,1|5|13|14|55|102,6,14,15
1429,1|5|18|22|55|102,6,22,15
1430,1|5|18|34|55|102,6,5,15
1431,1|5|35|101,4,101,15
1432,1|6|8|9,4,9,15
1433,1|6|9|63|72,5,9,15
1434,1|9|76|97|107,5,9,15
1435,1|13|14|98,4,14,15
1436,13|14|18|22,4,14,15
1437,18|19|35|48|52,5,19,15
1438,18|19|35|48|55|62|63|72,8,19,15
1439,18|20|34|35|42,5,20,15
1440,18|20|34|35|42|55|63|72|102,9,20,15
1441,18|20|35|38|42|63|72,7,38,15
1442,18|20|35|39|63|72,6,39,15
1443,18|20|35|42|52|63|72,7,20,15
1444,18|20|35|48|52|55|63|72|102,9,20,15
1445,18|22|34|35|48,5,22,15
1446,18|22|35|48|63|72,6,22,15
1447,18|22|55|77|97|102,6,22,15
1448,18|23|55|58,4,23,15
1449,18|24|35|42|55|102,6,24,15
1450,18|24|77|97,4,24,15
1451,18|25|35|37|63|72,6,25,15
1452,18|25|35|49,4,49,15
1453,18|28|34,3,28,15
1454,18|28|35|101,4,28,15
1455,18|29|35|42|55|102,6,29,15
1456,18|34|35|36,4,36,15
1457,18|34|35|40|42,5,40,15
1458,18|34|35|41|42|55|102,7,42,15
1459,18|34|54,3,34,15
1460,18|34|55|77|97|102,6,34,15
1461,18|35|38|42|100,5,38,15
1462,18|35|41|43|55|100|102,7,100,15
1463,35|36|37|41,4,36,15
1464,35|37|41|52|55|62,6,37,15
1465,35|41|54,3,41,15
1466,35|41|63|70,4,70,15
1467,35|45|50,3,45,15
1468,35|46|48,3,46,15
1469,35|48|76|77|97|111,6,48,15
1470,35|49|51,3,51,15
1471,35|49|52|55|62,5,49,15
1472,35|49|52|77|97,5,49,15
1473,35|52|54|63|70,5,70,15
1474,35|80|81|101,4,81,15
1475,54|55|57|59,4,57,15
1476,74|76|97|107|120|124,6,107,15
1477,1|3|5|63|72,5,3,14
1478,1|3|35|43|55|58,6,3,14
1479,1|4|5|63|72,5,4,14
1480,1|4|6|8|10,5,10,14
1481,1|4|35|48|52,5,4,14
1482,1|5|6|10,4,10,14
1483,1|5|6|84|85,5,85,14
1484,1|5|9|93|96,5,93,14
1485,1|5|80|81,4,81,14
1486,1|5|95|96,4,95,14
1487,1|6|8|55|62,5,6,14
1488,1|6|77|97,4,6,14
1489,1|55|63|72|98|102,6,98,14
1490,1|63|68|98,4,68,14
1491,1|76|77|97|98|111,6,98,14
1492,13|14|18|25|63|72,6,14,14
1493,13|14|35|41,4,14,14
1494,18|19|34|35|48|55|63|72|102,9,19,14
1495,18|20|25|35|52|55|63|72|102,9,25,14
1496,18|20|34|35|48|63|72,7,20,14
1497,18|20|34|35|52|55|63|72|102,9,20,14
1498,18|20|35|43|55|63|72|102,8,20,14
1499,18|23|35|52|55|62,6,23,14
1500,18|29|34|35|52|55|102,7,29,14
1501,18|29|35|37|55|62,6,29,14
1502,18|29|35|52|55|62,6,29,14
1503,18|34|35|37|41|55|102,7,37,14
1504,18|34|35|37|55|62,6,37,14
1505,18|34|35|42|48|55|102,7,42,14
1506,18|34|35|42|52|55|63|72|102,9,42,14
1507,18|34|35|50|55|102,6,50,14
1508,18|34|35|52|55|63|70|102,8,70,14
1509,18|35|37|41|55|62|100,7,100,14
1510,18|35|40|41|55|100|102,7,40,14
1511,18|35|41|42|63|72|100,7,100,14
1512,35|37|43|55|102,5,37,14
1513,35|37|48|52,4,37,14
1514,35|37|74|75|97|112|113|120|122,9,37,14
1515,35|38|77|97,4,38,14
1516,35|39|55|62,4,39,14
1517,35|41|52|55|63|72|102,7,52,14
1518,35|47|52,3,47,14
1519,35|51|63|69,4,51,14
1520,35|52|54|55|58|63|70,7,70,14
1521,55|56|63|70,4,56,14
1522,55|62|74|78|97|120|122|132,8,62,14
1523,55|62|75|80|83|97|112|113,8,83,14
1524,55|63|66|102,4,66,14
1525,63|71|74|79|97|120,6,71,14
1526,74|75|80|83|97|112|113|118|120,9,83,14
1527,74|75|97|112|113|115|116|120|122,9,116,14
1528,74|77|78|97|122|132,6,122,14
1529,74|97|120|125|126,5,125,14
1530,75|76|97|107|111|115|116,7,116,14
1531,75|97|112|113|119,5,119,14
1532,1|3|8|63|72,5,3,13
1533,1|3|35|48|63|72,6,3,13
1534,1|4|18|19|63|72,6,4,13
1535,1|5|6|8|35|43,6,6,13
1536,1|5|9|55|62,5,9,13
1537,1|5|55|76|77|97|102|111,8,5,13
1538,1|6|8|35|43,5,6,13
1539,1|6|35|43|63|72,6,6,13
